disease_id	disease_name	source_id	maxo_id	maxo_name	hpo_id	relation	evidence	extension_id	extension_name	comment	other	author	last_updated	created
MONDO:0005130	celiac disease	PMID:23077880	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:23877215	MAXO:0010000	dietary gluten intake avoidance	HP:0001903	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:23083994	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:26060114	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:36235823	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:36033766	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:28153477	MAXO:0010000	dietary gluten intake avoidance	HP:0001510	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:31688364	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:32218420	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:30513876	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:38674808	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:23906112	MAXO:0010000	dietary gluten intake avoidance	HP:0001903	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:26606684	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:32686439	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:23383526	MAXO:0010000	dietary gluten intake avoidance	HP:0001903	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:26186878	MAXO:0010000	dietary gluten intake avoidance	HP:0001508	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:34495279	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:24253051	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:21157327	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:33462461	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:31981420	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:32097370	MAXO:0010000	dietary gluten intake avoidance	HP:0001903	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:23314669	MAXO:0010000	dietary gluten intake avoidance	HP:0001508	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:28514243	MAXO:0010000	dietary gluten intake avoidance	HP:0003270	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:32115289	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:29057833	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:23632357	MAXO:0010000	dietary gluten intake avoidance	HP:0003270	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:36839352	MAXO:0010000	dietary gluten intake avoidance	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0005130	celiac disease	PMID:34248079	MAXO:0010000	dietary gluten intake avoidance	HP:0002013	treats	PCS					ORCID:0000-0002-0736-9199		7/20/24
MONDO:0008963	Chediak-Higashi syndrome	PMID:28355352	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:11509933	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:15765164	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:16190108	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:26511512	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:17293882	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:15790783	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0002719	prevents	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:17637689	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:14528111	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:14599068	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:25609327	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:15790783	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:28219570	MAXO:0001265	partial lung transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:28762620	MAXO:0010033	umbilical cord blood transplantation	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:27816481	MAXO:0010033	umbilical cord blood transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:30778805	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0008963	Chediak-Higashi syndrome	PMID:33093354	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:19285691	MAXO:0001175	liver transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:19260507	MAXO:0001175	liver transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:20118603	MAXO:0010002	protein intake avoidance	HP:0002480	contraindicated	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:21204812	MAXO:0001175	liver transplantation	HP:0000118	prevents	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:19285691	MAXO:0001175	liver transplantation	HP:0001987	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:21921468	MAXO:0000771	carbohydrate-restricted diet intake	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:24182831	MAXO:0001175	liver transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:17228780	MAXO:0001175	liver transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:17354380	MAXO:0001175	liver transplantation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:29651749	MAXO:0000771	carbohydrate-restricted diet intake	HP:0001987	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:25283831	MAXO:0000771	carbohydrate-restricted diet intake	HP:0002480	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:27555199	MAXO:0000667	anesthesiology specialist evaluation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:31898207	MAXO:0000771	carbohydrate-restricted diet intake	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
MONDO:0011326	citrullinemia, type II, adult-onset	PMID:31898207	MAXO:0010009	arginine supplementation	HP:0000118	treats	PCS					ORCID:0000-0002-0736-9199		2024-08-02
